year,recipient_name,flow_name,usd_disbursement,usd_disbursement_deflated
2018,Burundi,ODA Grants,471.212221999999,488.503847999999
2018,Rwanda,ODA Grants,694.879831,724.980182000001
2018,Congo,ODA Grants,108.225686,107.235638
2018,Chad,ODA Grants,684.343457,707.246846999999
2018,Eritrea,ODA Grants,87.58609,90.392756
2018,Ethiopia,ODA Grants,3177.94319500001,3378.37769799999
2018,"South of Sahara, regional",ODA Grants,2947.080009,3052.00762200001
2018,South Sudan,ODA Grants,1577.04666,1717.714202
2018,Uganda,ODA Grants,1533.296875,1648.235655
2018,Angola,ODA Grants,189.0997,197.005619
2018,Botswana,ODA Grants,85.874839,94.824102
2018,Malawi,ODA Grants,1112.464521,1208.194223
2018,Mozambique,ODA Grants,1575.128956,1670.526323
2018,Zambia,ODA Grants,894.252425000001,974.136216000001
2018,Zimbabwe,ODA Grants,793.494379999999,840.19131
2018,Benin,ODA Grants,424.093237,437.087109
2018,Burkina Faso,ODA Grants,997.081532000001,1026.545516
2018,Côte d'Ivoire,ODA Grants,829.285795,851.302022000001
2018,Gambia,ODA Grants,179.49938,182.251288
2018,Guinea,ODA Grants,446.656801,455.546351
2018,Guinea-Bissau,ODA Grants,103.087694,105.026373
2018,Liberia,ODA Grants,493.841679,531.942774
2018,Mali,ODA Grants,1246.493059,1310.049681
2018,Nigeria,ODA Grants,2199.120844,2368.778273
2018,Senegal,ODA Grants,663.08244,699.174749000001
2018,Sierra Leone,ODA Grants,433.917976,451.351092
2018,Togo,ODA Grants,260.755172,261.195392
2018,"Middle East, regional",ODA Grants,677.92583,698.07172
2018,Algeria,ODA Grants,258.475334,254.816944
2018,Egypt,ODA Grants,587.035696,612.586693
2018,Mauritania,ODA Grants,234.963694,236.948682
2018,Morocco,ODA Grants,778.524293000001,783.123746
2018,"North of Sahara, regional",ODA Grants,194.279073,195.753865
2018,Tunisia,ODA Grants,490.668035,496.767690000001
2018,"Central Asia, regional",ODA Grants,161.106257,167.155202
2018,Kyrgyzstan,ODA Grants,456.769948,401.307538
2018,Tajikistan,ODA Grants,364.173797,361.296144
2018,China (People's Republic of),ODA Grants,738.963984000001,753.904099
2018,India,ODA Grants,1107.03327,1139.686174
2018,Nepal,ODA Grants,732.311345999999,773.603930999998
2018,Sri Lanka,ODA Grants,254.148962,261.568129
2018,Iran,ODA Grants,178.880921,178.145531
2018,Malaysia,ODA Grants,70.746802,71.264103
2018,Philippines,ODA Grants,696.864008000001,695.950977
2018,Thailand,ODA Grants,169.589353,172.957913
2018,"Far East Asia, regional",ODA Grants,207.129904,220.210552
2018,Armenia,ODA Grants,159.448724,145.427469
2018,Azerbaijan,ODA Grants,92.3564340000001,93.5814990000001
2018,Belarus,ODA Grants,123.091381,122.930089
2018,"Europe, regional",ODA Grants,1145.13917,1164.009897
2018,Moldova,ODA Grants,222.022303,230.02968
2018,Albania,ODA Grants,276.134852,279.694947
2018,Bosnia and Herzegovina,ODA Grants,298.242441,308.793102
2018,Montenegro,ODA Grants,69.246682,69.705797
2018,Serbia,ODA Grants,457.288963000001,453.871693
2018,North Macedonia,ODA Grants,214.336683,219.776041
2018,"South America, regional",ODA Grants,341.150747,350.825708
2018,Colombia,ODA Grants,919.036444,990.146314000002
2018,Costa Rica,ODA Grants,55.739487,57.22323
2018,Ecuador,ODA Grants,185.606443,189.25763
2018,Mexico,ODA Grants,446.849598,484.573455
2018,"Caribbean & Central America, regional",ODA Grants,364.740833,396.203891
2018,Venezuela,ODA Grants,149.082532,151.338395
2018,Dominican Republic,ODA Grants,132.374621,140.588809
2018,"Asia, regional",ODA Grants,1144.714542,1186.855339
2018,Myanmar,ODA Grants,1130.337703,1147.275635
2018,Haiti,ODA Grants,923.274228999999,992.755536
2018,Sudan,ODA Grants,968.148833,1014.406674
2018,Timor-Leste,ODA Grants,188.530022,194.063586
2018,Maldives,ODA Grants,92.095971,95.038394
2018,Central African Republic,ODA Grants,554.361334,571.470351999999
2018,Pakistan,ODA Grants,1748.776952,1852.209464
2018,Honduras,ODA Grants,357.506313,384.663991
2018,Bangladesh,ODA Grants,1532.238577,1609.377169
2018,Indonesia,ODA Grants,1072.602908,1151.667735
2018,Madagascar,ODA Grants,560.208240000001,571.902149
2018,Mongolia,ODA Grants,195.423078,190.872654
2018,Peru,ODA Grants,340.604535000001,359.072038
2018,Niger,ODA Grants,1088.383443,1130.126044
2018,Yemen,ODA Grants,8087.20447200002,8461.25669300002
2018,Sao Tome and Principe,ODA Grants,48.600974,48.996692
2018,Türkiye,ODA Grants,1541.301516,1545.623725
2018,Libya,ODA Grants,303.791493,314.558161
2018,Nicaragua,ODA Grants,209.433378,211.111674
2018,Papua New Guinea,ODA Grants,580.619864999999,621.618283
2018,Lesotho,ODA Grants,143.938775,158.131369
2018,Somalia,ODA Grants,1578.607494,1665.52376
2018,Viet Nam,ODA Grants,691.842762000002,701.999035
2018,Comoros,ODA Grants,78.921264,79.264661
2018,Djibouti,ODA Grants,135.467953,134.087866
2018,Guatemala,ODA Grants,406.233483000001,439.670157
2018,Eswatini,ODA Grants,111.05601,120.272658
2018,Namibia,ODA Grants,179.615639,191.381171
2018,Ukraine,ODA Grants,1153.664145,1197.969548
2018,Cabo Verde,ODA Grants,69.62042,70.175107
2018,Lao People's Democratic Republic,ODA Grants,455.899417,463.430603
2018,Bolivia,ODA Grants,310.89103,312.719937
2018,El Salvador,ODA Grants,297.501374,316.225178
2018,Mauritius,ODA Grants,57.530912,56.342668
2018,Uzbekistan,ODA Grants,156.286395,152.76449
2018,Cuba,ODA Grants,536.40371,173.278914
2018,Gabon,ODA Grants,48.056228,47.416168
2018,Kazakhstan,ODA Grants,130.382191,130.770316
2018,Democratic People's Republic of Korea,ODA Grants,122.412695,66.088415
2018,Turkmenistan,ODA Grants,24.726328,24.849841
2018,Bhutan,ODA Grants,74.8145740000001,73.731268
2018,Argentina,ODA Grants,78.118485,79.4272490000001
2018,Panama,ODA Grants,40.482469,41.568414
2018,Equatorial Guinea,ODA Grants,10.528565,10.77141
2018,Vanuatu,ODA Grants,96.400046,101.794047
2018,Tonga,ODA Grants,93.098502,95.789439
2018,Samoa,ODA Grants,134.072461,135.047158
2018,"South Asia, regional",ODA Grants,90.416264,92.062728
2018,Guyana,ODA Grants,53.232271,54.988346
2018,Jamaica,ODA Grants,114.435701,120.450789
2018,Niue,ODA Grants,18.915389,19.530797
2018,Palau,ODA Grants,84.00507,92.098109
2018,"America, regional",ODA Grants,548.159738,582.171064
2018,Suriname,ODA Grants,19.445437,19.475155
2018,Marshall Islands,ODA Grants,57.141443,63.345133
2018,Kiribati,ODA Grants,78.9915560000001,79.04809
2018,Fiji,ODA Grants,122.172373,127.212263
2018,"Oceania, regional",ODA Grants,359.015761,374.205677
2018,Saint Vincent and the Grenadines,ODA Grants,14.034888,14.307352
2018,Cook Islands,ODA Grants,35.164597,36.255344
2018,Nauru,ODA Grants,37.531888,40.31747
2018,Belize,ODA Grants,21.891172,22.457834
2018,Micronesia,ODA Grants,101.349507,109.073866
2018,Antigua and Barbuda,ODA Grants,4.463071,4.212297
2018,Tuvalu,ODA Grants,27.818142,28.801534
2018,Tokelau,ODA Grants,27.213349,28.34601
2018,States Ex-Yugoslavia unspecified,ODA Grants,5.620806,5.828545
2018,Zimbabwe,ODA Loans,8.505365,8.852503
2018,Georgia,Equity Investment,1.748094,1.746209
2018,"Europe, regional",Equity Investment,21.20732,21.201918
2018,Uganda,ODA Loans,511.903261,520.126363
2018,"South & Central Asia, regional",ODA Grants,188.41527,200.300228
2018,"Africa, regional",Equity Investment,313.756499,313.504227
2018,Cuba,ODA Loans,231.176668,232.18884
2018,Bhutan,ODA Loans,48.98683,50.977292
2018,"Central Asia, regional",Equity Investment,0.072212,0.072134
2018,"Bilateral, unspecified",Equity Investment,268.201597,264.105689
2018,"North of Sahara, regional",Equity Investment,33.603244,33.606417
2018,Dominica,ODA Grants,31.691195,32.855731
2018,Nepal,Equity Investment,2.922857,2.899058
2018,"South of Sahara, regional",Equity Investment,18.461874,18.8574
2018,Myanmar,Equity Investment,0,0
2018,Lao People's Democratic Republic,Equity Investment,0.383571,0.383158
2018,"Far East Asia, regional",Equity Investment,1.440052,1.438499
2018,Grenada,ODA Grants,3.430572,3.511322
2018,"Central Asia, regional",Private Development Finance,12.195693,13.482084
2018,"Europe, regional",Private Development Finance,21.575726,24.29703
2018,Yemen,Private Development Finance,12.597682,13.148066
2018,Syrian Arab Republic,Private Development Finance,27.444672,29.041686
2018,Cameroon,Private Development Finance,7.3816,8.417242
2018,Bolivia,Private Development Finance,5.480705,5.984354
2018,El Salvador,Private Development Finance,12.162749,14.002169
2018,Tunisia,Private Development Finance,1.543976,1.625747
2018,Sri Lanka,ODA Loans,522.132896,509.4277
2018,Botswana,Private Development Finance,7.336872,7.820816
2018,Indonesia,ODA Loans,2151.375965,2055.338587
2018,Panama,Private Development Finance,0.714532,0.797175
2018,Sri Lanka,Private Development Finance,1.966344,2.150456
2018,Malaysia,Private Development Finance,1.015016,1.141607
2018,Madagascar,Private Development Finance,3.850232,4.305451
2018,China (People's Republic of),Private Development Finance,104.1657,115.94385
2018,Benin,Private Development Finance,11.69096,13.023447
2018,Colombia,Private Development Finance,31.247465,35.00683
2018,Mexico,Private Development Finance,49.331655,55.922094
2018,Zambia,Private Development Finance,37.07464,39.744242
2018,Somalia,Private Development Finance,26.444002,27.788673
2018,Lao People's Democratic Republic,Private Development Finance,7.623899,8.449912
2018,Angola,Private Development Finance,1.723021,1.879696
2018,Gambia,Private Development Finance,0.530635,0.564559
2018,Democratic Republic of the Congo,Private Development Finance,49.871285,56.695067
2018,"Asia, regional",Private Development Finance,31.15793,35.530271
2018,Nauru,Private Development Finance,0.064622,0.066662
2018,Algeria,Private Development Finance,0.054118,0.061913
2018,"Caribbean & Central America, regional",Private Development Finance,17.294415,19.361109
2018,Tanzania,Private Development Finance,148.197431,165.929316
2018,Guinea-Bissau,Private Development Finance,5.21347,5.541491
2018,Cabo Verde,Private Development Finance,1.627243,1.702957
2018,Kosovo,Private Development Finance,0.036747,0.037907
2018,Egypt,ODA Loans,2637.932817,2644.827061
2018,Morocco,Private Development Finance,1.545081,1.664816
2018,Mongolia,Private Development Finance,0.354673,0.369748
2018,Côte d'Ivoire,Private Development Finance,21.20663,23.233408
2018,Egypt,Private Development Finance,3.975728,4.222983
2018,Thailand,Private Development Finance,6.412296,6.84137
2018,Burkina Faso,Private Development Finance,35.746593,40.09221
2018,Philippines,Private Development Finance,5.925294,6.534215
2018,Nepal,Private Development Finance,18.520209,20.189056
2018,Belarus,Private Development Finance,0.28645,0.295491
2018,Viet Nam,Private Development Finance,17.328258,19.159368
2018,Albania,Private Development Finance,0.317724,0.326888
2018,Montenegro,Private Development Finance,2.360845,2.489088
2018,Jamaica,Private Development Finance,0.763059,0.849722
2018,Iraq,Private Development Finance,11.063431,12.0342
2018,Kazakhstan,Private Development Finance,0.162412,0.185191
2018,Myanmar,Private Development Finance,34.120224,36.113127
2018,Burundi,Private Development Finance,3.47829,3.824541
2018,Guinea,Private Development Finance,6.929985,7.668973
2018,Cambodia,Private Development Finance,13.653048,14.863219
2018,Honduras,Private Development Finance,4.107094,4.614464
2018,Jordan,ODA Loans,245.706408,241.140567
2018,"Far East Asia, regional",Private Development Finance,37.246606,41.278683
2018,Bangladesh,Private Development Finance,54.545432,60.855191
2018,"America, regional",Private Development Finance,41.630398,47.663391
2018,Sierra Leone,Private Development Finance,21.572983,22.539091
2018,Iran,Private Development Finance,0.755273,0.775628
2018,Uzbekistan,Private Development Finance,0.011868,0.012511
2018,"Middle East, regional",Private Development Finance,51.425752,57.8133659999999
2018,Niger,Private Development Finance,25.666857,28.73096
2018,Ethiopia,Private Development Finance,173.009824,164.198403
2018,Libya,Private Development Finance,5.555071,5.730411
2018,Georgia,Private Development Finance,0.576811,0.601374
2018,Kyrgyzstan,Private Development Finance,0.017527,0.018349
2018,Democratic People's Republic of Korea,Private Development Finance,0.166986,0.172512
2018,Costa Rica,Private Development Finance,5.51901,6.489162
2018,"South & Central Asia, regional",Private Development Finance,26.523375,30.573175
2018,Azerbaijan,Private Development Finance,0.125262,0.13196
2018,Sudan,Private Development Finance,5.532968,5.710335
2018,Togo,Private Development Finance,8.017327,8.576395
2018,Indonesia,Private Development Finance,76.990037,86.795109
2018,Nigeria,Private Development Finance,214.468565,246.2752
2018,Djibouti,Private Development Finance,0.171225,0.19599
2018,Nicaragua,Private Development Finance,4.03727,4.382474
2018,Brazil,Private Development Finance,68.398778,75.791657
2018,Serbia,Private Development Finance,2.550008,2.691424
2018,South Sudan,Private Development Finance,24.058589,25.336203
2018,Rwanda,Private Development Finance,130.325891,149.22175
2018,Liberia,Private Development Finance,4.382843,4.896263
2018,Haiti,Private Development Finance,18.193269,20.899767
2018,Papua New Guinea,Private Development Finance,0.987931,1.137518
2018,Central African Republic,Private Development Finance,3.366665,3.552833
2018,China (People's Republic of),ODA Loans,749.132953,752.58536
2018,North Macedonia,Private Development Finance,0.034054,0.035129
2018,Jordan,Private Development Finance,17.957033,19.146643
2018,Mauritania,Private Development Finance,4.876733,5.206227
2018,"Bilateral, unspecified",Private Development Finance,3701.153919,4148.43426499999
2018,Mali,Private Development Finance,26.614428,29.246429
2018,Namibia,Private Development Finance,6.928798,7.357794
2018,Dominican Republic,Private Development Finance,0.347129,0.391422
2018,Peru,Private Development Finance,30.370666,34.524734
2018,Bhutan,Private Development Finance,0.804923,0.906751
2018,Moldova,Private Development Finance,2.534223,2.729403
2018,Eswatini,Private Development Finance,1.141524,1.276792
2018,Zimbabwe,Private Development Finance,25.173272,27.119564
2018,Ecuador,Private Development Finance,4.728859,5.335075
2018,Malawi,Private Development Finance,34.177935,38.036734
2018,Paraguay,Private Development Finance,0.153476,0.162582
2018,Senegal,Private Development Finance,36.588953,41.429466
2018,"South America, regional",Private Development Finance,69.505889,78.786703
2018,Argentina,Private Development Finance,3.65457,4.144438
2018,Pakistan,Private Development Finance,136.59011,157.253819
2018,Ukraine,Private Development Finance,2.274189,2.51398
2018,Armenia,Private Development Finance,0.599104,0.677724
2018,Mauritius,Private Development Finance,0.056704,0.058494
2018,Afghanistan,Private Development Finance,23.22253,25.357426
2018,Türkiye,Private Development Finance,3.990732,4.121214
2018,Chad,Private Development Finance,3.796854,4.294606
2018,India,Private Development Finance,450.368188999999,508.153127
2018,"Africa, regional",Private Development Finance,179.795206,204.478283
2018,Lebanon,Private Development Finance,15.654599,16.757813
