year,donor_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2018,Bernard van Leer Foundation,Lebanon,0.189012,0.192163
2018,Bernard van Leer Foundation,"Bilateral, unspecified",2.824697,2.871788
2018,Bernard van Leer Foundation,Ecuador,0.729721,0.741886
2018,Bernard van Leer Foundation,Peru,0.310917,0.316101
2018,Bernard van Leer Foundation,India,0.727074,0.739195
2018,Bernard van Leer Foundation,Jordan,0.28998,0.294814
2018,Bernard van Leer Foundation,Türkiye,1.050219,1.067724
2018,Bernard van Leer Foundation,Albania,0.185058,0.188143
2018,Bernard van Leer Foundation,Senegal,0.026921,0.02737
2018,Bernard van Leer Foundation,Colombia,0.02283,0.023211
2018,Conrad N. Hilton Foundation,"Bilateral, unspecified",1.735,2.000991
2018,Conrad N. Hilton Foundation,"South of Sahara, regional",0.24,0.276794
2018,Conrad N. Hilton Foundation,Ghana,0.0429,0.049477
2018,Conrad N. Hilton Foundation,Nigeria,0.0442,0.050976
2018,Conrad N. Hilton Foundation,Kenya,0.4679,0.539634
2018,Conrad N. Hilton Foundation,Mexico,0.5,0.576654
2018,Conrad N. Hilton Foundation,South Africa,0.025,0.028833
2018,John D. and Catherine T. MacArthur Foundation,Kenya,0.588667,0.678914
2018,John D. and Catherine T. MacArthur Foundation,Lebanon,0.588667,0.678914
2018,John D. and Catherine T. MacArthur Foundation,Indonesia,0.588667,0.678914
2018,John D. and Catherine T. MacArthur Foundation,Moldova,0.588667,0.678914
2018,John D. and Catherine T. MacArthur Foundation,India,0.588667,0.678914
2018,John D. and Catherine T. MacArthur Foundation,Côte d'Ivoire,0.588667,0.678914
2018,William and Flora Hewlett Foundation,"Bilateral, unspecified",0.65,0.749651
2018,William and Flora Hewlett Foundation,Mexico,0.04,0.046132
2018,Ford Foundation,"Bilateral, unspecified",0.683333,0.788094
2018,Ford Foundation,India,0.244128,0.281556
2018,Ford Foundation,Brazil,0.015,0.0173
2018,Ford Foundation,"Middle East, regional",0.2,0.230662
2018,Ford Foundation,Indonesia,0.1,0.115331
2018,Ford Foundation,Ghana,0.174,0.200676
2018,Ford Foundation,"Africa, regional",0.15,0.172996
2018,Ford Foundation,China (People's Republic of),0.84182,0.970879
2018,Ford Foundation,Egypt,0.066,0.076118
2018,Ford Foundation,Jordan,0.171,0.197215
2018,Ford Foundation,Kenya,0.09,0.103798
2018,Ford Foundation,South Africa,1.293,1.491229
2018,Ford Foundation,Cuba,0.22,0.253728
2018,Ford Foundation,Lebanon,0.045,0.051899
2018,Ford Foundation,Tunisia,0.033,0.038059
2018,Caribbean Development Bank,"Caribbean, regional",0,0
2018,Ford Foundation,Sri Lanka,0.042086,0.048538
2018,Sweden,Kenya,4.60278,4.500397
2018,Sweden,Liberia,2.646599,2.587729
2018,Sweden,Ethiopia,3.682224,3.600318
2018,Sweden,Tanzania,0.345209,0.33753
2018,Sweden,Türkiye,0.195618,0.191267
2018,Sweden,Zambia,1.041379,1.018215
2018,Sweden,Ukraine,0.109682,0.107242
2018,Sweden,Burkina Faso,0.293485,0.286957
2018,Sweden,Mozambique,3.125966,3.056432
2018,Sweden,"Bilateral, unspecified",0.554468,0.542134
2018,Ireland,Tanzania,1.121209,1.100843
2018,Ireland,"Bilateral, unspecified",1.888351,1.854051
2018,Ireland,Ethiopia,12.629292,12.399894
2018,Ireland,Senegal,0.192365,0.188871
2018,Ireland,Zambia,0.605572,0.594572
2018,Ireland,Malawi,3.256461,3.197311
2018,Ireland,Cameroon,0.162345,0.159396
2018,Ireland,Uganda,3.540659,3.476346
2018,Norwegian Postcode Lottery,"Bilateral, unspecified",0.048685,0.059903
2018,United Kingdom,"Bilateral, unspecified",21.192181,22.072974
2018,United Kingdom,Nigeria,6.165876,6.422143
2018,United Kingdom,India,0.157175,0.163707
2018,United Kingdom,Montserrat,1.118736,1.165234
2018,United Kingdom,Zambia,0.25492,0.265515
2018,United Kingdom,Rwanda,3.53265,3.679476
2018,United Kingdom,Bangladesh,2.331725,2.428637
2018,United Kingdom,"Africa, regional",1.58116,1.646878
2018,United Kingdom,"South of Sahara, regional",15.122801,15.751338
2018,United Kingdom,Ethiopia,50.578721,52.680883
2018,United Kingdom,Nepal,9.400045,9.79073
2018,United Kingdom,Myanmar,3.997256,4.163391
2018,United Kingdom,"South & Central Asia, regional",0.126964,0.132241
2018,United Kingdom,Somalia,1.602436,1.669037
2018,United Kingdom,"South America, regional",0.208201,0.216854
2018,United Kingdom,Sierra Leone,5.011777,5.220078
2018,United Kingdom,Yemen,15.339469,15.977011
2018,United Kingdom,Ghana,0.549412,0.572246
2018,United Kingdom,Democratic Republic of the Congo,0.292964,0.30514
2018,United Kingdom,Pakistan,23.418978,24.392323
2018,United Kingdom,Zimbabwe,7.335201,7.640068
2018,United Kingdom,Malawi,5.323826,5.545096
2018,United Kingdom,Kenya,8.638617,8.997658
2018,United Kingdom,South Sudan,0.126964,0.132241
2018,United Kingdom,Tanzania,28.926195,30.128432
2018,United Kingdom,Mozambique,0.683,0.711387
2018,United Kingdom,Lebanon,3.816711,3.975341
2018,United Kingdom,Saint Helena,4.157249,4.330034
2018,United Kingdom,Uganda,6.163162,6.419316
2018,United Kingdom,Sudan,5.691362,5.927907
2018,United Kingdom,"Asia, regional",0.550577,0.57346
2018,United Kingdom,Haiti,0.085007,0.08854
2018,United Kingdom,Jordan,0.150757,0.157023
2018,Türkiye,Bosnia and Herzegovina,0.39695,0.383308
2018,Türkiye,Tanzania,0.56901,0.549455
2018,Türkiye,Azerbaijan,0.07879,0.076082
2018,Türkiye,Cameroon,0.04392,0.042411
2018,Türkiye,Kyrgyzstan,0.53399,0.515638
2018,Türkiye,Mexico,0.03253,0.031412
2018,Türkiye,Mali,0.10768,0.103979
2018,Türkiye,Moldova,1.80613,1.744057
2018,Türkiye,Kosovo,0.1749,0.16889
2018,Türkiye,"Europe, regional",0.45899,0.443216
2018,Türkiye,Libya,0.025,0.024141
2018,Türkiye,Kenya,0.00491,0.004741
2018,Türkiye,Philippines,0.057,0.055041
2018,Türkiye,Comoros,0.191,0.184435
2018,Türkiye,Iraq,0.07612,0.073504
2018,Türkiye,North Macedonia,0.00739,0.007136
2018,Türkiye,Brazil,0.11,0.10622
2018,Türkiye,Afghanistan,0.77694,0.750238
2018,Türkiye,West Bank and Gaza Strip,0.32298,0.31188
2018,Türkiye,Georgia,0.10595,0.102309
2018,Türkiye,Kazakhstan,0.045,0.043453
2018,Türkiye,"Bilateral, unspecified",0.00045,0.000435
2018,Türkiye,"South America, regional",0.03,0.028969
2018,Türkiye,Senegal,0.1,0.096563
2018,Türkiye,Tajikistan,0.02206,0.021302
2018,Türkiye,Burkina Faso,0.022,0.021244
2018,Türkiye,Niger,0.06,0.057938
2018,Türkiye,Syrian Arab Republic,9e-04,0.000869
2018,Türkiye,Uzbekistan,0.05432,0.052453
2018,Türkiye,Djibouti,0.0065,0.006277
2018,Türkiye,Albania,0.0335,0.032349
2018,European Bank for Reconstruction and Development,Albania,0,0
2018,European Bank for Reconstruction and Development,Georgia,67.10138,69.84006
2018,European Bank for Reconstruction and Development,Egypt,0,0
2018,European Bank for Reconstruction and Development,Montenegro,0,0
2018,European Bank for Reconstruction and Development,Belarus,0,0
2018,European Bank for Reconstruction and Development,Kyrgyzstan,0,0
2018,European Bank for Reconstruction and Development,Azerbaijan,0,0
2018,European Bank for Reconstruction and Development,Moldova,0,0
2018,Australia,Cameroon,0.019622,0.021587
2018,Australia,Philippines,0.268947,0.29587
2018,Australia,Timor-Leste,0.320051,0.35209
2018,Australia,Indonesia,10.438341,11.483285
2018,Australia,Bangladesh,2.241123,2.465473
2018,Australia,"Bilateral, unspecified",0.239107,0.263043
2018,Australia,Marshall Islands,0.057037,0.062747
2018,Australia,Tanzania,0.05698,0.062684
2018,Australia,Afghanistan,0.436085,0.47974
2018,Australia,Nigeria,0.037107,0.040821
2018,Australia,Sri Lanka,0.390041,0.429087
2018,Australia,Papua New Guinea,4.169108,4.586461
2018,Australia,Fiji,0.142755,0.157045
2018,Australia,"Asia, regional",0.191781,0.210979
2018,Australia,Côte d'Ivoire,0.038384,0.042226
2018,UNICEF,Mozambique,1.641008,1.707983
2018,Australia,Iran,0.036454,0.040104
2018,Australia,Mongolia,0.063976,0.07038
2018,Australia,Sao Tome and Principe,0.011181,0.0123
2018,Australia,Lao People's Democratic Republic,0.001903,0.002093
2018,Food and Agriculture Organisation,"Europe, regional",0.07359,0.076594
2018,Australia,Kiribati,9e-06,1e-05
2018,Australia,Myanmar,0.170695,0.187782
2018,Australia,Niger,0.000209,0.00023
2018,Australia,Vanuatu,0.057054,0.062766
2018,Australia,Wallis and Futuna,0.005502,0.006053
2018,Australia,Cambodia,0.342344,0.376614
2018,Australia,Ethiopia,3.7e-05,4e-05
2018,Australia,India,0.000138,0.000152
2018,Australia,"Oceania, regional",0.03583,0.039417
2018,Australia,Niue,0.003923,0.004316
2018,Australia,Micronesia,0.057037,0.062747
2018,UNICEF,Mali,0.776686,0.808387
2018,Australia,Thailand,0.017264,0.018992
2018,Australia,Tajikistan,0.040478,0.04453
2018,Australia,Ghana,0.014325,0.015759
2018,Australia,Zimbabwe,0.006348,0.006983
2018,Australia,Guinea-Bissau,0.004482,0.00493
2018,UNICEF,Zambia,0.50057,0.521001
2018,Netherlands,Bangladesh,0.141626,0.143987
2018,UNICEF,Fiji,0.542363,0.564499
2018,Netherlands,Suriname,1.425178,1.448936
2018,Netherlands,Mozambique,3.25663,3.310919
2018,UNICEF,India,4.434514,4.615503
2018,UNICEF,Lao People's Democratic Republic,0.348983,0.363226
2018,Netherlands,Egypt,0.001045,0.001062
2018,Swedish Postcode Lottery,"Bilateral, unspecified",1.449876,1.417626
2018,UNICEF,Armenia,0.285378,0.297025
2018,Swedish Postcode Lottery,Afghanistan,0.64554,0.631181
2018,Children's Investment Fund Foundation,"Bilateral, unspecified",0.095864,0.099848
2018,UNICEF,Tanzania,2.748842,2.861033
2018,Children's Investment Fund Foundation,India,0.091532,0.095336
2018,Wellcome Trust,"Bilateral, unspecified",0.079365,0.082664
2018,UNICEF,Costa Rica,0.101461,0.105602
2018,Norway,Moldova,0.307322,0.378132
2018,Norway,"Bilateral, unspecified",2.553406,3.141744
2018,Norway,Nepal,0.347401,0.427446
2018,Norway,Nicaragua,0.151837,0.186822
2018,Norway,Liberia,0.063583,0.078233
2018,Norway,Serbia,0.009546,0.011745
2018,Norway,China (People's Republic of),1.050317,1.292324
2018,Norway,Zimbabwe,0.32702,0.40237
2018,Norway,Niger,0.081289,0.100018
2018,Norway,Sierra Leone,0.056395,0.069389
2018,Norway,Peru,0.051409,0.063254
2018,Norway,Guatemala,0.18218,0.224157
2018,UNICEF,Afghanistan,2.668494,2.777405
2018,Norway,Bangladesh,0.072558,0.089276
2018,Norway,Ukraine,0.998537,1.228613
2018,Norway,Sri Lanka,0.013174,0.016209
2018,Norway,Lebanon,0.02031,0.02499
2018,Norway,South Sudan,0.082948,0.102061
2018,Norway,Cambodia,0.116471,0.143307
2018,Norway,Bolivia,0.24416,0.300418
2018,Norway,"South of Sahara, regional",0.152289,0.187379
2018,UNICEF,Somalia,0.14059,0.146328
2018,Norway,Somalia,0.071349,0.087788
2018,Norway,Mozambique,0.356575,0.438735
2018,UNICEF,Togo,0.795141,0.827595
2018,Norway,Ethiopia,0.285133,0.350831
2018,Norway,Uganda,0.183151,0.225352
2018,Norway,Myanmar,0.320441,0.394275
2018,UNICEF,Myanmar,1.55406,1.617487
2018,Finland,Namibia,0.022001,0.021773
2018,Finland,"Bilateral, unspecified",1.302035,1.288553
2018,Finland,Armenia,0.004249,0.004205
2018,Finland,Ethiopia,0.033015,0.032673
2018,Finland,Belarus,0.002382,0.002358
2018,UNICEF,Kyrgyzstan,0.237018,0.246692
2018,UNICEF,Namibia,0.022336,0.023246
2018,Finland,Zambia,1.967621,1.947247
2018,Finland,South Africa,0.129158,0.127822
2018,Finland,Kenya,0,0
2018,Finland,Tanzania,0.069292,0.068573
2018,Finland,Kyrgyzstan,0.001172,0.00116
2018,Finland,Zimbabwe,0.053205,0.052654
2018,Finland,Lebanon,1.929393,1.909414
2018,Finland,Somalia,0.627795,0.621294
2018,Finland,Ukraine,0.008675,0.008585
2018,Finland,Thailand,0.000148,0.000146
2018,Finland,Cambodia,0.204341,0.202226
2018,Finland,Turkmenistan,0.004607,0.00456
2018,Finland,Nepal,0.581088,0.575071
2018,Finland,Burkina Faso,0.629954,0.623431
2018,Italy,Burkina Faso,0.321006,0.305853
2018,Finland,West Bank and Gaza Strip,0.566505,0.560639
2018,Finland,Botswana,0.07579,0.075005
2018,Italy,Iraq,0,0
2018,Finland,Philippines,0.195455,0.193431
2018,UNICEF,Sudan,0.347889,0.362088
2018,Bill & Melinda Gates Foundation,"Bilateral, unspecified",0.1,0.115331
2018,Bill & Melinda Gates Foundation,Ethiopia,0.034629,0.039938
2018,UNICEF,Burkina Faso,1.044697,1.087334
2018,International Labour Organisation,"Africa, regional",0.157648,0.164082
2018,Bill & Melinda Gates Foundation,India,0.372429,0.429526
2018,International Labour Organisation,Argentina,0.152616,0.158846
2018,International Labour Organisation,Cuba,0.003262,0.003395
2018,International Labour Organisation,Cameroon,0.201372,0.209591
2018,International Labour Organisation,"America, regional",0.420457,0.437617
2018,International Labour Organisation,Sierra Leone,0.045864,0.047735
2018,International Labour Organisation,Morocco,0.02471,0.025718
2018,International Labour Organisation,Democratic Republic of the Congo,0.079796,0.083052
2018,International Labour Organisation,Lao People's Democratic Republic,0.030811,0.032069
2018,International Labour Organisation,Nigeria,0.069292,0.07212
2018,International Labour Organisation,Togo,0.121073,0.126015
2018,International Labour Organisation,Cabo Verde,0.027547,0.028672
2018,International Labour Organisation,Nepal,0.074807,0.077859
2018,International Labour Organisation,Serbia,0.027262,0.028375
2018,International Labour Organisation,Tajikistan,0.12898,0.134245
2018,International Labour Organisation,Kyrgyzstan,0.176089,0.183276
2018,International Labour Organisation,Honduras,0.194095,0.202018
2018,International Labour Organisation,Mexico,0.22717,0.236442
2018,International Labour Organisation,Colombia,0.097462,0.10144
2018,UNICEF,Bolivia,0.156561,0.162951
2018,International Labour Organisation,"Bilateral, unspecified",5.515063,5.740156
2018,International Labour Organisation,Peru,0.158353,0.164816
2018,International Labour Organisation,South Africa,0.043722,0.045507
2018,International Labour Organisation,Jordan,0.015922,0.016571
2018,International Labour Organisation,Cambodia,0.077282,0.080436
2018,International Labour Organisation,Sudan,0.122194,0.127182
2018,International Labour Organisation,Thailand,0.024898,0.025915
2018,International Labour Organisation,Indonesia,0.088016,0.091609
2018,International Labour Organisation,Brazil,0.005714,0.005947
2018,International Labour Organisation,"South of Sahara, regional",0.034398,0.035801
2018,International Labour Organisation,Comoros,0.004426,0.004605
2018,International Labour Organisation,Timor-Leste,0.028729,0.029902
2018,International Labour Organisation,Guyana,0.123709,0.128758
2018,International Labour Organisation,Costa Rica,0.017079,0.017776
2018,International Labour Organisation,Dominica,0.010899,0.011344
2018,International Labour Organisation,Sri Lanka,0.021007,0.021864
2018,International Labour Organisation,Mauritania,0.010596,0.011028
2018,International Labour Organisation,West Bank and Gaza Strip,1.077368,1.12134
2018,International Labour Organisation,Sao Tome and Principe,0.124963,0.130063
2018,International Labour Organisation,Mozambique,0.112685,0.117285
2018,International Labour Organisation,Eswatini,0.063212,0.06579
2018,International Labour Organisation,India,0.130909,0.136251
2018,International Labour Organisation,China (People's Republic of),0.396817,0.413013
2018,International Labour Organisation,Ukraine,0.336129,0.349848
2018,International Labour Organisation,Viet Nam,0.206212,0.214628
2018,International Labour Organisation,Myanmar,0.023521,0.02448
2018,International Labour Organisation,Chad,0.005864,0.006104
2018,International Labour Organisation,Moldova,0.075434,0.078513
2018,International Labour Organisation,"Far East Asia, regional",0.003099,0.003225
2018,International Labour Organisation,Egypt,0.204839,0.2132
2018,International Labour Organisation,Niger,0.071886,0.07482
2018,International Labour Organisation,Kenya,0.058338,0.060719
2018,International Labour Organisation,Ghana,0.014027,0.014598
2018,International Labour Organisation,Equatorial Guinea,0.001317,0.001371
2018,International Labour Organisation,Liberia,0.064131,0.066748
2018,International Labour Organisation,Mali,0.074006,0.077027
2018,International Labour Organisation,Senegal,0.158802,0.165283
2018,International Labour Organisation,Botswana,0.002479,0.002581
2018,International Labour Organisation,Iraq,0.110915,0.115443
2018,International Labour Organisation,Bangladesh,0.465566,0.484568
2018,International Labour Organisation,"Caribbean & Central America, regional",0.181701,0.189118
2018,International Labour Organisation,Guinea,0.00107,0.001113
2018,International Labour Organisation,Azerbaijan,0.005364,0.005582
2018,International Labour Organisation,"Central Asia, regional",0.006235,0.00649
2018,International Labour Organisation,Malawi,0.168402,0.175275
2018,International Labour Organisation,Pakistan,0.429625,0.44716
2018,International Labour Organisation,Zambia,0.138646,0.144306
2018,International Labour Organisation,Philippines,0.064233,0.066854
2018,International Labour Organisation,Bolivia,0.000823,0.000856
2018,International Labour Organisation,El Salvador,0.278778,0.290156
2018,International Labour Organisation,Tunisia,0.097467,0.101445
2018,International Labour Organisation,Malaysia,0.047608,0.049552
2018,International Labour Organisation,Mongolia,0.002787,0.002901
2018,International Labour Organisation,Lesotho,0.00356,0.003705
2018,International Labour Organisation,Ethiopia,0.086903,0.090451
2018,International Labour Organisation,"Asia, regional",0.004751,0.004945
2018,International Labour Organisation,Namibia,0.063947,0.066557
2018,International Labour Organisation,Fiji,0.00465,0.004839
2018,International Labour Organisation,Guinea-Bissau,0.017114,0.017813
2018,UNDP,Timor-Leste,0.006225,0.006479
2018,International Labour Organisation,Benin,0.060178,0.062635
2018,International Labour Organisation,Ecuador,0.105894,0.110216
2018,UNICEF,Kenya,1.192383,1.241047
2018,International Labour Organisation,Congo,0.001323,0.001376
2018,International Labour Organisation,Tanzania,0.069329,0.072159
2018,International Labour Organisation,Paraguay,0.119172,0.124035
2018,International Labour Organisation,Central African Republic,0.114732,0.119415
2018,International Labour Organisation,Lebanon,0.203093,0.211382
2018,International Labour Organisation,Algeria,0.039372,0.040979
2018,International Labour Organisation,Syrian Arab Republic,0.002332,0.002427
2018,UNICEF,Nigeria,1.822338,1.896715
2018,International Labour Organisation,Albania,0.002676,0.002785
2018,International Labour Organisation,Uzbekistan,0.100536,0.10464
2018,International Labour Organisation,Burkina Faso,0.000713,0.000742
2018,UNDP,China (People's Republic of),0.09319,0.096993
2018,UNICEF,Jordan,0.213662,0.222383
2018,UNDP,Djibouti,0.004276,0.004451
2018,UNDP,Tanzania,0.040529,0.042184
2018,UNDP,Sudan,0.082531,0.0859
2018,UNDP,Kyrgyzstan,0.0359,0.037365
2018,UNDP,Senegal,0.484256,0.50402
2018,UNDP,Mexico,0.072017,0.074956
2018,UNDP,Gambia,1.04674,1.089462
2018,UNDP,Peru,0.009818,0.010218
2018,UNDP,Fiji,0.001671,0.001739
2018,UNDP,Burundi,2.380785,2.477954
